year,make,model,engine,product_line,part_number,engine_size,position,vehicle_options,application_notes
1969,Cadillac,DeVille,All Engines,SEMI-LOADED CALIPER,SC0115,,Front Left,,
1969,Cadillac,DeVille,All Engines,SEMI-LOADED CALIPER,SC0116,,Front Right,,
1969,Cadillac,DeVille,All Engines,BARE CALIPER,C0115,,Front Left,,
1969,Cadillac,DeVille,All Engines,BARE CALIPER,C0116,,Front Right,,
1969,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0109,,Front Left,,
1969,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0110,,Front Right,,
1969,Cadillac,Eldorado,All Engines,BARE CALIPER,C0109,,Front Left,,
1969,Cadillac,Eldorado,All Engines,BARE CALIPER,C0110,,Front Right,,
1969,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0133,,Front Left,,
1969,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0134,,Front Right,,
1969,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0133,,Front Left,,
1969,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0134,,Front Right,,
1969,Chevrolet,Bel Air,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Bel Air,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Bel Air,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Bel Air,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Biscayne,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Biscayne,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Biscayne,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Biscayne,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Brookwood,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Brookwood,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Brookwood,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Brookwood,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0113,,Front Left,,
1969,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0114,,Front Right,,
1969,Chevrolet,Camaro,All Engines,BARE CALIPER,C0113,,Front Left,,
1969,Chevrolet,Camaro,All Engines,BARE CALIPER,C0114,,Front Right,,
1969,Chevrolet,Caprice,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Caprice,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Caprice,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Caprice,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Chevelle,All Engines,SEMI-LOADED CALIPER,SC0111,,Front Left,,
1969,Chevrolet,Chevelle,All Engines,SEMI-LOADED CALIPER,SC0112,,Front Right,,
1969,Chevrolet,Chevelle,All Engines,BARE CALIPER,C0111,,Front Left,,
1969,Chevrolet,Chevelle,All Engines,BARE CALIPER,C0112,,Front Right,,
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0909,,Front Left,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0910,,Front Right,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0909S,,Front Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0910S,,Front Right,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0911,,Rear Left,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0912,,Rear Right,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0911S,,Rear Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0912S,,Rear Right,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0909S,,Front Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0910S,,Front Right,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0911S,,Rear Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0912S,,Rear Right,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0909,,Front Left,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0910,,Front Right,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0909S,,Front Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0910S,,Front Right,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0911,,Rear Left,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0912,,Rear Right,,Regular Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0911S,,Rear Left,,Stainless Steel Sleeve
1969,Chevrolet,Corvette,All Engines,BARE CALIPER,C0912S,,Rear Right,,Stainless Steel Sleeve
1969,Chevrolet,El Camino,All Engines,SEMI-LOADED CALIPER,SC0111,,Front Left,,
1969,Chevrolet,El Camino,All Engines,SEMI-LOADED CALIPER,SC0112,,Front Right,,
1969,Chevrolet,El Camino,All Engines,BARE CALIPER,C0111,,Front Left,,
1969,Chevrolet,El Camino,All Engines,BARE CALIPER,C0112,,Front Right,,
1969,Chevrolet,Estate,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,
1969,Chevrolet,Estate,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,
1969,Chevrolet,Estate,All Engines,BARE CALIPER,C0105,,Front Left,,
1969,Chevrolet,Estate,All Engines,BARE CALIPER,C0106,,Front Right,,
1969,Chevrolet,Impala,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Impala,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Impala,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Impala,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Kingswood,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Kingswood,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Kingswood,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Kingswood,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chevrolet,Nova,All Engines,SEMI-LOADED CALIPER,SC0113,,Front Left,,
1969,Chevrolet,Nova,All Engines,SEMI-LOADED CALIPER,SC0114,,Front Right,,
1969,Chevrolet,Nova,All Engines,BARE CALIPER,C0113,,Front Left,,
1969,Chevrolet,Nova,All Engines,BARE CALIPER,C0114,,Front Right,,
1969,Chevrolet,Townsman,All Engines,SEMI-LOADED CALIPER,SC0105,,Front Left,,1 Piston
1969,Chevrolet,Townsman,All Engines,SEMI-LOADED CALIPER,SC0106,,Front Right,,1 Piston
1969,Chevrolet,Townsman,All Engines,BARE CALIPER,C0105,,Front Left,,1 Piston
1969,Chevrolet,Townsman,All Engines,BARE CALIPER,C0106,,Front Right,,1 Piston
1969,Chrysler,300,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Chrysler,300,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Chrysler,300,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Chrysler,300,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Chrysler,Imperial,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Chrysler,Imperial,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Chrysler,Imperial,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Chrysler,Imperial,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Chrysler,New Yorker,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Chrysler,New Yorker,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Chrysler,New Yorker,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Chrysler,New Yorker,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Chrysler,Newport,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Chrysler,Newport,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Chrysler,Newport,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Chrysler,Newport,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Chrysler,Town & Country,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Chrysler,Town & Country,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Chrysler,Town & Country,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Chrysler,Town & Country,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Dodge,A100,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Dodge,A100,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Dodge,A100,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Dodge,A100,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Dodge,A108 Van,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Dodge,A108 Van,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Dodge,A108 Van,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Dodge,A108 Van,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Dodge,Dart,All Engines,SEMI-LOADED CALIPER,SC2001,,Front Left,,
1969,Dodge,Dart,All Engines,SEMI-LOADED CALIPER,SC2002,,Front Right,,
1969,Dodge,Dart,All Engines,BARE CALIPER,C2001,,Front Left,,
1969,Dodge,Dart,All Engines,BARE CALIPER,C2002,,Front Right,,
1969,Dodge,Monaco,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Dodge,Monaco,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Dodge,Monaco,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Dodge,Monaco,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Dodge,Polara,All Engines,SEMI-LOADED CALIPER,SC0215,,Front Left,,
1969,Dodge,Polara,All Engines,SEMI-LOADED CALIPER,SC0216,,Front Right,,
1969,Dodge,Polara,All Engines,BARE CALIPER,C0215,,Front Left,,
1969,Dodge,Polara,All Engines,BARE CALIPER,C0216,,Front Right,,
1969,Fiat,124,All Engines,SEMI-LOADED CALIPER,SC0832,,Front Left,,
1969,Fiat,124,All Engines,SEMI-LOADED CALIPER,SC0831,,Front Right,,
1969,Fiat,124,All Engines,SEMI-LOADED CALIPER,SC0833,,Rear Left,,"If Calipers are mounted in back of the axle, reverse their position."
1969,Fiat,124,All Engines,SEMI-LOADED CALIPER,SC0834,,Rear Right,,"If Calipers are mounted in back of the axle, reverse their position."
1969,Fiat,124,All Engines,BARE CALIPER,C0832,,Front Left,,
1969,Fiat,124,All Engines,BARE CALIPER,C0831,,Front Right,,
1969,Fiat,124,All Engines,BARE CALIPER,C0833,,Rear Left,,"If Calipers are mounted in back of the axle, reverse their position."
1969,Fiat,124,All Engines,BARE CALIPER,C0834,,Rear Right,,"If Calipers are mounted in back of the axle, reverse their position."
1969,Ford,Country Sedan,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Country Sedan,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Country Sedan,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Country Sedan,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Country Squire,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Country Squire,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Country Squire,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Country Squire,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Custom,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Custom,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Custom,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Custom,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Custom 500,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Custom 500,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Custom 500,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Custom 500,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,E-300 Econoline,All Engines,SEMI-LOADED CALIPER,SC3005,,Front Left,,
1969,Ford,E-300 Econoline,All Engines,SEMI-LOADED CALIPER,SC3006,,Front Right,,
1969,Ford,E-300 Econoline,All Engines,BARE CALIPER,C3005,,Front Left,,
1969,Ford,E-300 Econoline,All Engines,BARE CALIPER,C3006,,Front Right,,
1969,Ford,F-250,All Engines,SEMI-LOADED CALIPER,SC3005,,Front Left,,
1969,Ford,F-250,All Engines,SEMI-LOADED CALIPER,SC3006,,Front Right,,
1969,Ford,F-250,All Engines,BARE CALIPER,C3005,,Front Left,,
1969,Ford,F-250,All Engines,BARE CALIPER,C3006,,Front Right,,
1969,Ford,F-350,All Engines,SEMI-LOADED CALIPER,SC3005,,Front Left,,
1969,Ford,F-350,All Engines,SEMI-LOADED CALIPER,SC3006,,Front Right,,
1969,Ford,F-350,All Engines,BARE CALIPER,C3005,,Front Left,,
1969,Ford,F-350,All Engines,BARE CALIPER,C3006,,Front Right,,
1969,Ford,Fairlane,All Engines,SEMI-LOADED CALIPER,SC0301,,Front Left,,
1969,Ford,Fairlane,All Engines,SEMI-LOADED CALIPER,SC0302,,Front Right,,
1969,Ford,Fairlane,All Engines,BARE CALIPER,C0301,,Front Left,,
1969,Ford,Fairlane,All Engines,BARE CALIPER,C0302,,Front Right,,
1969,Ford,Falcon,All Engines,SEMI-LOADED CALIPER,SC0301,,Front Left,,
1969,Ford,Falcon,All Engines,SEMI-LOADED CALIPER,SC0302,,Front Right,,
1969,Ford,Falcon,All Engines,BARE CALIPER,C0301,,Front Left,,
1969,Ford,Falcon,All Engines,BARE CALIPER,C0302,,Front Right,,
1969,Ford,Galaxie 500,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Galaxie 500,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Galaxie 500,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Galaxie 500,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,LTD,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,LTD,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,LTD,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,LTD,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Mustang,All Engines,SEMI-LOADED CALIPER,SC0301,,Front Left,,
1969,Ford,Mustang,All Engines,SEMI-LOADED CALIPER,SC0302,,Front Right,,
1969,Ford,Mustang,All Engines,BARE CALIPER,C0301,,Front Left,,
1969,Ford,Mustang,All Engines,BARE CALIPER,C0302,,Front Right,,
1969,Ford,P-100,All Engines,SEMI-LOADED CALIPER,SC3005,,Front Left,,
1969,Ford,P-100,All Engines,SEMI-LOADED CALIPER,SC3006,,Front Right,,
1969,Ford,P-100,All Engines,BARE CALIPER,C3005,,Front Left,,
1969,Ford,P-100,All Engines,BARE CALIPER,C3006,,Front Right,,
1969,Ford,P-350,All Engines,SEMI-LOADED CALIPER,SC3005,,Front Left,,
1969,Ford,P-350,All Engines,SEMI-LOADED CALIPER,SC3006,,Front Right,,
1969,Ford,P-350,All Engines,BARE CALIPER,C3005,,Front Left,,
1969,Ford,P-350,All Engines,BARE CALIPER,C3006,,Front Right,,
1969,Ford,Ranch Wagon,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Ranch Wagon,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Ranch Wagon,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Ranch Wagon,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Ranchero,All Engines,SEMI-LOADED CALIPER,SC0301,,Front Left,,
1969,Ford,Ranchero,All Engines,SEMI-LOADED CALIPER,SC0302,,Front Right,,
1969,Ford,Ranchero,All Engines,BARE CALIPER,C0301,,Front Left,,
1969,Ford,Ranchero,All Engines,BARE CALIPER,C0302,,Front Right,,
1969,Ford,Thunderbird,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Ford,Thunderbird,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Ford,Thunderbird,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Ford,Thunderbird,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Ford,Torino,All Engines,SEMI-LOADED CALIPER,SC0301,,Front Left,,
1969,Ford,Torino,All Engines,SEMI-LOADED CALIPER,SC0302,,Front Right,,
1969,Ford,Torino,All Engines,BARE CALIPER,C0301,,Front Left,,
1969,Ford,Torino,All Engines,BARE CALIPER,C0302,,Front Right,,
1969,Lincoln,Continental,All Engines,SEMI-LOADED CALIPER,SC0323,,Front Left,,4 Piston
1969,Lincoln,Continental,All Engines,SEMI-LOADED CALIPER,SC0324,,Front Right,,4 Piston
1969,Lincoln,Mark III,All Engines,SEMI-LOADED CALIPER,SC0303,,Front Left,,
1969,Lincoln,Mark III,All Engines,SEMI-LOADED CALIPER,SC0304,,Front Right,,
1969,Lincoln,Mark III,All Engines,BARE CALIPER,C0303,,Front Left,,
1969,Lincoln,Mark III,All Engines,BARE CALIPER,C0304,,Front Right,,
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9137,,Rear Left,,
1969,Mercedes-Benz,280S,All Engines,SEMI-LOADED CALIPER,SC9138,,Rear Right,,
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9137,,Rear Left,,
1969,Mercedes-Benz,280S,All Engines,BARE CALIPER,C9138,,Rear Right,,
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9137,,Rear Left,,
1969,Mercedes-Benz,280SE,All Engines,SEMI-LOADED CALIPER,SC9138,,Rear Right,,
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9137,,Rear Left,,
1969,Mercedes-Benz,280SE,All Engines,BARE CALIPER,C9138,,Rear Right,,
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9137,,Rear Left,,
1969,Mercedes-Benz,280SEL,All Engines,SEMI-LOADED CALIPER,SC9138,,Rear Right,,
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9178,,Front Right,,"ATE Type, CT# 14 PG=48mm"
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9181,,Front Left,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9182,,Front Right,,"Bendix Type, CT# 1457"
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9137,,Rear Left,,
1969,Mercedes-Benz,280SEL,All Engines,BARE CALIPER,C9138,,Rear Right,,
1969,Mercedes-Benz,280SL,All Engines,SEMI-LOADED CALIPER,SC9177,,Front Left,,"ATE Type, CT# 14 PG=48mm"
