year,make,model,engine,product_line,part_number,engine_size,position,vehicle_options,application_notes
1979,BMW,528i,All Engines,SEMI-LOADED CALIPER,SC2706,,Front Right,,
1979,BMW,528i,All Engines,SEMI-LOADED CALIPER,SC0739,,Rear Left,,
1979,BMW,528i,All Engines,SEMI-LOADED CALIPER,SC0740,,Rear Right,,
1979,BMW,528i,All Engines,BARE CALIPER,C2705,,Front Left,,
1979,BMW,528i,All Engines,BARE CALIPER,C2706,,Front Right,,
1979,BMW,528i,All Engines,BARE CALIPER,C0739,,Rear Left,,
1979,BMW,528i,All Engines,BARE CALIPER,C0740,,Rear Right,,
1979,BMW,633CSi,All Engines,SEMI-LOADED CALIPER,SC2705,,Front Left,,
1979,BMW,633CSi,All Engines,SEMI-LOADED CALIPER,SC2706,,Front Right,,
1979,BMW,633CSi,All Engines,SEMI-LOADED CALIPER,SC0739,,Rear Left,,
1979,BMW,633CSi,All Engines,SEMI-LOADED CALIPER,SC0740,,Rear Right,,
1979,BMW,633CSi,All Engines,BARE CALIPER,C2705,,Front Left,,
1979,BMW,633CSi,All Engines,BARE CALIPER,C2706,,Front Right,,
1979,BMW,633CSi,All Engines,BARE CALIPER,C0739,,Rear Left,,
1979,BMW,633CSi,All Engines,BARE CALIPER,C0740,,Rear Right,,
1979,BMW,733i,All Engines,SEMI-LOADED CALIPER,SC2707,,Front Left,,
1979,BMW,733i,All Engines,SEMI-LOADED CALIPER,SC2708,,Front Right,,
1979,BMW,733i,All Engines,SEMI-LOADED CALIPER,SC0739,,Rear Left,,
1979,BMW,733i,All Engines,SEMI-LOADED CALIPER,SC0740,,Rear Right,,
1979,BMW,733i,All Engines,BARE CALIPER,C2707,,Front Left,,
1979,BMW,733i,All Engines,BARE CALIPER,C2708,,Front Right,,
1979,BMW,733i,All Engines,BARE CALIPER,C0739,,Rear Left,,
1979,BMW,733i,All Engines,BARE CALIPER,C0740,,Rear Right,,
1979,Buick,Century,All Engines,SEMI-LOADED CALIPER,SC0147,,Front Left,,
1979,Buick,Century,All Engines,SEMI-LOADED CALIPER,SC0148,,Front Right,,
1979,Buick,Century,All Engines,BARE CALIPER,C0147,,Front Left,,
1979,Buick,Century,All Engines,BARE CALIPER,C0148,,Front Right,,
1979,Buick,Electra,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Buick,Electra,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Buick,Electra,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Left,,
1979,Buick,Electra,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Right,,
1979,Buick,Electra,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Buick,Electra,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Buick,Electra,All Engines,BARE CALIPER,C0917,,Rear Left,,
1979,Buick,Electra,All Engines,BARE CALIPER,C0917,,Rear Right,,
1979,Buick,Estate Wagon,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Buick,Estate Wagon,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Buick,Estate Wagon,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Left,,
1979,Buick,Estate Wagon,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Right,,
1979,Buick,Estate Wagon,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Buick,Estate Wagon,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Buick,Estate Wagon,All Engines,BARE CALIPER,C0917,,Rear Left,,
1979,Buick,Estate Wagon,All Engines,BARE CALIPER,C0917,,Rear Right,,
1979,Buick,LeSabre,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Buick,LeSabre,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Buick,LeSabre,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Left,,
1979,Buick,LeSabre,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Right,,
1979,Buick,LeSabre,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Buick,LeSabre,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Buick,LeSabre,All Engines,BARE CALIPER,C0917,,Rear Left,,
1979,Buick,LeSabre,All Engines,BARE CALIPER,C0917,,Rear Right,,
1979,Buick,Regal,All Engines,SEMI-LOADED CALIPER,SC0147,,Front Left,,
1979,Buick,Regal,All Engines,SEMI-LOADED CALIPER,SC0148,,Front Right,,
1979,Buick,Regal,All Engines,BARE CALIPER,C0147,,Front Left,,
1979,Buick,Regal,All Engines,BARE CALIPER,C0148,,Front Right,,
1979,Buick,Riviera,All Engines,SEMI-LOADED CALIPER,SC0141,,Front Left,,
1979,Buick,Riviera,All Engines,SEMI-LOADED CALIPER,SC0142,,Front Right,,
1979,Buick,Riviera,All Engines,SEMI-LOADED CALIPER,SC0921,,Rear Left,,
1979,Buick,Riviera,All Engines,SEMI-LOADED CALIPER,SC0922,,Rear Right,,
1979,Buick,Riviera,All Engines,BARE CALIPER,C0141,,Front Left,,
1979,Buick,Riviera,All Engines,BARE CALIPER,C0142,,Front Right,,
1979,Buick,Riviera,All Engines,BARE CALIPER,C0921,,Rear Left,,
1979,Buick,Riviera,All Engines,BARE CALIPER,C0922,,Rear Right,,
1979,Buick,Skyhawk,All Engines,SEMI-LOADED CALIPER,SC0151,,Front Left,,
1979,Buick,Skyhawk,All Engines,SEMI-LOADED CALIPER,SC0152,,Front Right,,
1979,Buick,Skyhawk,All Engines,BARE CALIPER,C0151,,Front Left,,
1979,Buick,Skyhawk,All Engines,BARE CALIPER,C0152,,Front Right,,
1979,Buick,Skylark,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Buick,Skylark,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Buick,Skylark,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Buick,Skylark,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Cadillac,Commercial Chassis,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,
1979,Cadillac,Commercial Chassis,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,
1979,Cadillac,Commercial Chassis,All Engines,BARE CALIPER,C0145,,Front Left,,
1979,Cadillac,Commercial Chassis,All Engines,BARE CALIPER,C0146,,Front Right,,
1979,Cadillac,DeVille,All Engines,SEMI-LOADED CALIPER,SC0123,,Front Left,,
1979,Cadillac,DeVille,All Engines,SEMI-LOADED CALIPER,SC0124,,Front Right,,
1979,Cadillac,DeVille,All Engines,BARE CALIPER,C0123,,Front Left,,
1979,Cadillac,DeVille,All Engines,BARE CALIPER,C0124,,Front Right,,
1979,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0141,,Front Left,,
1979,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0142,,Front Right,,
1979,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0921,,Rear Left,,
1979,Cadillac,Eldorado,All Engines,SEMI-LOADED CALIPER,SC0922,,Rear Right,,
1979,Cadillac,Eldorado,All Engines,BARE CALIPER,C0141,,Front Left,,
1979,Cadillac,Eldorado,All Engines,BARE CALIPER,C0142,,Front Right,,
1979,Cadillac,Eldorado,All Engines,BARE CALIPER,C0921,,Rear Left,,
1979,Cadillac,Eldorado,All Engines,BARE CALIPER,C0922,,Rear Right,,
1979,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Left,,
1979,Cadillac,Fleetwood,All Engines,SEMI-LOADED CALIPER,SC0917,,Rear Right,,
1979,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0917,,Rear Left,,
1979,Cadillac,Fleetwood,All Engines,BARE CALIPER,C0917,,Rear Right,,
1979,Cadillac,Seville,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Cadillac,Seville,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Cadillac,Seville,All Engines,SEMI-LOADED CALIPER,SC0919,,Rear Left,,
1979,Cadillac,Seville,All Engines,SEMI-LOADED CALIPER,SC0920,,Rear Right,,
1979,Cadillac,Seville,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Cadillac,Seville,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Cadillac,Seville,All Engines,BARE CALIPER,C0919,,Rear Left,,
1979,Cadillac,Seville,All Engines,BARE CALIPER,C0920,,Rear Right,,
1979,Chevrolet,C10,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,
1979,Chevrolet,C10,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,
1979,Chevrolet,C10,All Engines,BARE CALIPER,C0145,,Front Left,,
1979,Chevrolet,C10,All Engines,BARE CALIPER,C0146,,Front Right,,
1979,Chevrolet,C10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,BARE CALIPER,C0145,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,BARE CALIPER,C0146,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C10 Suburban,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C20,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,"JB6, JD6 GM Brake Code, Pad # D52"
1979,Chevrolet,C20,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,"JB6, JD6 GM Brake Code, Pad # D52"
1979,Chevrolet,C20,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code, Pad # D153"
1979,Chevrolet,C20,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code, Pad # D153"
1979,Chevrolet,C20,All Engines,BARE CALIPER,C0145,,Front Left,,"JB6, JD6 GM Brake Code, Pad # D52"
1979,Chevrolet,C20,All Engines,BARE CALIPER,C0146,,Front Right,,"JB6, JD6 GM Brake Code, Pad # D52"
1979,Chevrolet,C20,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code, Pad # D153"
1979,Chevrolet,C20,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code, Pad # D153"
1979,Chevrolet,C20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,BARE CALIPER,C0145,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,BARE CALIPER,C0146,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C20 Suburban,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,C30,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code, Pin Type"
1979,Chevrolet,C30,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code, Pin Type"
1979,Chevrolet,C30,All Engines,SEMI-LOADED CALIPER,SC0155,,Front Left,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,C30,All Engines,SEMI-LOADED CALIPER,SC0156,,Front Right,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,C30,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code, Pin Type"
1979,Chevrolet,C30,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code, Pin Type"
1979,Chevrolet,C30,All Engines,BARE CALIPER,C0155,,Front Left,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,C30,All Engines,BARE CALIPER,C0156,,Front Right,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0919,,Rear Left,,
1979,Chevrolet,Camaro,All Engines,SEMI-LOADED CALIPER,SC0920,,Rear Right,,
1979,Chevrolet,Camaro,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Chevrolet,Camaro,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Chevrolet,Camaro,All Engines,BARE CALIPER,C0919,,Rear Left,,
1979,Chevrolet,Camaro,All Engines,BARE CALIPER,C0920,,Rear Right,,
1979,Chevrolet,Caprice,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Chevrolet,Caprice,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Chevrolet,Caprice,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Chevrolet,Caprice,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Chevrolet,Chevette,All Engines,SEMI-LOADED CALIPER,SC0149,,Front Left,,
1979,Chevrolet,Chevette,All Engines,SEMI-LOADED CALIPER,SC0150,,Front Right,,
1979,Chevrolet,Chevette,All Engines,BARE CALIPER,C0149,,Front Left,,
1979,Chevrolet,Chevette,All Engines,BARE CALIPER,C0150,,Front Right,,
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0909,,Front Left,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0910,,Front Right,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0909S,,Front Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0910S,,Front Right,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0911,,Rear Left,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0912,,Rear Right,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0911S,,Rear Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,SEMI-LOADED CALIPER,SC0912S,,Rear Right,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0909S,,Front Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0910S,,Front Right,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0911S,,Rear Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,NEW SEMI-LOADED CALIPER,NSC0912S,,Rear Right,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0909,,Front Left,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0910,,Front Right,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0909S,,Front Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0910S,,Front Right,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0911,,Rear Left,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0912,,Rear Right,,Regular Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0911S,,Rear Left,,Stainless Steel Sleeve
1979,Chevrolet,Corvette,All Engines,BARE CALIPER,C0912S,,Rear Right,,Stainless Steel Sleeve
1979,Chevrolet,El Camino,All Engines,SEMI-LOADED CALIPER,SC0147,,Front Left,,
1979,Chevrolet,El Camino,All Engines,SEMI-LOADED CALIPER,SC0148,,Front Right,,
1979,Chevrolet,El Camino,All Engines,BARE CALIPER,C0147,,Front Left,,
1979,Chevrolet,El Camino,All Engines,BARE CALIPER,C0148,,Front Right,,
1979,Chevrolet,G10,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,
1979,Chevrolet,G10,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,
1979,Chevrolet,G10,All Engines,BARE CALIPER,C0145,,Front Left,,
1979,Chevrolet,G10,All Engines,BARE CALIPER,C0146,,Front Right,,
1979,Chevrolet,G20,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,"5 or 6 Bolt Disc, JB6, JD6 GM Brake Code"
1979,Chevrolet,G20,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,"5 or 6 Bolt Disc, JB6, JD6 GM Brake Code"
1979,Chevrolet,G20,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"8 Bolt Disc, JB7, JD7 GM Brake Code"
1979,Chevrolet,G20,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"8 Bolt Disc, JB7, JD7 GM Brake Code"
1979,Chevrolet,G20,All Engines,BARE CALIPER,C0145,,Front Left,,"5 or 6 Bolt Disc, JB6, JD6 GM Brake Code"
1979,Chevrolet,G20,All Engines,BARE CALIPER,C0146,,Front Right,,"5 or 6 Bolt Disc, JB6, JD6 GM Brake Code"
1979,Chevrolet,G20,All Engines,BARE CALIPER,C0915,,Front Left,,"8 Bolt Disc, JB7, JD7 GM Brake Code"
1979,Chevrolet,G20,All Engines,BARE CALIPER,C0916,,Front Right,,"8 Bolt Disc, JB7, JD7 GM Brake Code"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0145,,Front Left,,"JB6, JD6 GM Brake Code, Pin Type, 5 or 6 Bolt Disc"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0146,,Front Right,,"JB6, JD6 GM Brake Code, Pin Type, 5 or 6 Bolt Disc"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code, Pin Type, 8 Bolt Disc"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code, Pin Type, 8 Bolt Disc"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0155,,Front Left,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,G30,All Engines,SEMI-LOADED CALIPER,SC0156,,Front Right,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0145,,Front Left,,"JB6, JD6 GM Brake Code, Pin Type, 5 or 6 Bolt Disc"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0146,,Front Right,,"JB6, JD6 GM Brake Code, Pin Type, 5 or 6 Bolt Disc"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code, Pin Type, 8 Bolt Disc"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code, Pin Type, 8 Bolt Disc"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0155,,Front Left,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,G30,All Engines,BARE CALIPER,C0156,,Front Right,,"JB8 GM Brake Code, Slide Type"
1979,Chevrolet,Impala,All Engines,SEMI-LOADED CALIPER,SC0143,,Front Left,,
1979,Chevrolet,Impala,All Engines,SEMI-LOADED CALIPER,SC0144,,Front Right,,
1979,Chevrolet,Impala,All Engines,BARE CALIPER,C0143,,Front Left,,
1979,Chevrolet,Impala,All Engines,BARE CALIPER,C0144,,Front Right,,
1979,Chevrolet,K10,All Engines,SEMI-LOADED CALIPER,SC0153,,Front Left,,
1979,Chevrolet,K10,All Engines,SEMI-LOADED CALIPER,SC0154,,Front Right,,
1979,Chevrolet,K10,All Engines,BARE CALIPER,C0153,,Front Left,,
1979,Chevrolet,K10,All Engines,BARE CALIPER,C0154,,Front Right,,
1979,Chevrolet,K10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0153,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0154,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,BARE CALIPER,C0153,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,BARE CALIPER,C0154,,Front Right,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K10 Suburban,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K20,All Engines,SEMI-LOADED CALIPER,SC0153,,Front Left,,"JB6, JD6 GM Brake Code"
1979,Chevrolet,K20,All Engines,SEMI-LOADED CALIPER,SC0154,,Front Right,,"JB6, JD6 GM Brake Code"
1979,Chevrolet,K20,All Engines,SEMI-LOADED CALIPER,SC0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K20,All Engines,SEMI-LOADED CALIPER,SC0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K20,All Engines,BARE CALIPER,C0153,,Front Left,,"JB6, JD6 GM Brake Code"
1979,Chevrolet,K20,All Engines,BARE CALIPER,C0154,,Front Right,,"JB6, JD6 GM Brake Code"
1979,Chevrolet,K20,All Engines,BARE CALIPER,C0915,,Front Left,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K20,All Engines,BARE CALIPER,C0916,,Front Right,,"JB7, JD7 GM Brake Code"
1979,Chevrolet,K20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0153,,Front Left,,"JB5, JB6 GM Brake Code"
1979,Chevrolet,K20 Suburban,All Engines,SEMI-LOADED CALIPER,SC0154,,Front Right,,"JB5, JB6 GM Brake Code"
